調査年,食品カテゴリ,食品名,食品詳細,検査方法,細菌名,汚染濃度,単位,実施機関,調査名,source URL,閲覧日,備考
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
2014,鶏肉,盲腸内容物,,plate_count,Campylobacter jejuni/coli,1.0E+04 以上,CFU/g,農林水産省,ブロイラー鶏群から製造された中抜きと体のカンピロバクター濃度調査,https://www.maff.go.jp/j/syouan/seisaku/kekka/keiniku_cam_13.html,,other: カンピロバクター陰性の鶏群だがと体から陽性検出されたサンプルの菌数
